Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,YearMonth
1903,OD-000776,2033-08-11,2033-08-12,Same Day,Customer-0405,Customer-0405,Home Office,United States,Phoenix,Pennsylvania,94761,East,PROD-3404,Technology,Phones,Phones - Item 31,206.6,1,0.0,-21.84,2033-08
1904,OD-000777,2029-09-30,2029-10-04,Standard Class,Customer-0246,Customer-0246,Corporate,United States,Chicago,Illinois,33212,Central,PROD-2002,Office Supplies,Labels,Labels - Item 42,321.92,4,0.0,100.09,2029-09
1905,OD-000777,2029-09-30,2029-10-05,First Class,Customer-0246,Customer-0246,Consumer,United States,San Diego,Illinois,47206,South,PROD-6556,Office Supplies,Labels,Labels - Item 85,41.24,1,0.2,141.59,2029-09
1906,OD-000777,2029-09-30,2029-10-02,First Class,Customer-0246,Customer-0246,Corporate,United States,Houston,Illinois,34713,West,PROD-3930,Office Supplies,Labels,Labels - Item 81,801.87,5,0.15,-10.13,2029-09
1907,OD-000777,2029-09-30,2029-10-02,Standard Class,Customer-0246,Customer-0246,Home Office,United States,San Diego,Texas,98356,East,PROD-3208,Office Supplies,Labels,Labels - Item 2,509.6,3,0.15,197.09,2029-09
1908,OD-000778,2032-02-06,2032-02-10,Standard Class,Customer-0742,Customer-0742,Home Office,United States,Houston,California,34300,East,PROD-9514,Office Supplies,Binders,Binders - Item 48,819.71,7,0.0,16.11,2032-02
1909,OD-000778,2032-02-06,2032-02-07,Same Day,Customer-0742,Customer-0742,Consumer,United States,Philadelphia,California,45055,Central,PROD-5835,Office Supplies,Binders,Binders - Item 27,712.7,1,0.05,-6.2,2032-02
1910,OD-000778,2032-02-06,2032-02-07,Same Day,Customer-0742,Customer-0742,Home Office,United States,Philadelphia,Illinois,36568,South,PROD-3694,Office Supplies,Binders,Binders - Item 81,479.68,7,0.2,127.18,2032-02
1911,OD-000779,2034-04-12,2034-04-15,Standard Class,Customer-0591,Customer-0591,Home Office,United States,San Antonio,Texas,72734,Central,PROD-4228,Office Supplies,Paper,Paper - Item 60,771.91,1,0.0,106.41,2034-04
1912,OD-000779,2034-04-12,2034-04-13,Second Class,Customer-0591,Customer-0591,Corporate,United States,San Diego,Texas,31925,Central,PROD-5027,Office Supplies,Paper,Paper - Item 18,652.0,8,0.15,153.84,2034-04
1913,OD-000780,2029-12-14,2029-12-16,Second Class,Customer-0661,Customer-0661,Consumer,United States,Los Angeles,California,17426,South,PROD-1269,Furniture,Bookcases,Bookcases - Item 64,549.75,6,0.15,83.57,2029-12
1914,OD-000780,2029-12-14,2029-12-16,First Class,Customer-0661,Customer-0661,Home Office,United States,Los Angeles,New York,28788,West,PROD-7019,Furniture,Bookcases,Bookcases - Item 90,925.16,2,0.05,47.6,2029-12
1915,OD-000780,2029-12-14,2029-12-15,First Class,Customer-0661,Customer-0661,Home Office,United States,Phoenix,Arizona,65910,East,PROD-3361,Furniture,Bookcases,Bookcases - Item 37,862.86,3,0.15,-38.38,2029-12
1916,OD-000780,2029-12-14,2029-12-18,Second Class,Customer-0661,Customer-0661,Home Office,United States,San Antonio,California,83386,East,PROD-7389,Furniture,Bookcases,Bookcases - Item 58,668.74,5,0.0,-3.13,2029-12
1917,OD-000781,2023-06-22,2023-06-27,First Class,Customer-0650,Customer-0650,Corporate,United States,Los Angeles,California,55129,South,PROD-5002,Furniture,Furnishings,Furnishings - Item 29,736.74,8,0.1,17.71,2023-06
1918,OD-000782,2024-11-22,2024-11-23,First Class,Customer-0471,Customer-0471,Corporate,United States,Houston,Pennsylvania,35343,South,PROD-1645,Furniture,Tables,Tables - Item 32,601.32,1,0.2,29.84,2024-11
1919,OD-000782,2024-11-22,2024-11-27,Second Class,Customer-0471,Customer-0471,Consumer,United States,Chicago,Pennsylvania,76404,Central,PROD-6914,Furniture,Tables,Tables - Item 2,481.33,4,0.15,95.87,2024-11
1920,OD-000782,2024-11-22,2024-11-26,Second Class,Customer-0471,Customer-0471,Home Office,United States,San Antonio,Pennsylvania,28319,South,PROD-6057,Furniture,Tables,Tables - Item 19,969.05,7,0.15,137.56,2024-11
1921,OD-000782,2024-11-22,2024-11-27,Standard Class,Customer-0471,Customer-0471,Corporate,United States,Chicago,California,37377,East,PROD-2903,Furniture,Tables,Tables - Item 60,192.93,9,0.0,69.31,2024-11
1922,OD-000783,2020-05-25,2020-05-29,Same Day,Customer-0826,Customer-0826,Consumer,United States,San Antonio,New York,17203,East,PROD-4724,Technology,Machines,Machines - Item 62,777.81,8,0.2,126.33,2020-05
1923,OD-000783,2020-05-25,2020-05-31,Second Class,Customer-0826,Customer-0826,Corporate,United States,New York,New York,68521,South,PROD-6472,Technology,Machines,Machines - Item 39,643.18,9,0.0,199.54,2020-05
1924,OD-000784,2020-01-20,2020-01-22,Standard Class,Customer-0888,Customer-0888,Home Office,United States,Los Angeles,New York,17564,West,PROD-2873,Furniture,Furnishings,Furnishings - Item 40,982.27,4,0.0,164.94,2020-01
1925,OD-000784,2020-01-20,2020-01-25,Same Day,Customer-0888,Customer-0888,Consumer,United States,San Diego,Arizona,57650,South,PROD-3449,Furniture,Furnishings,Furnishings - Item 47,42.61,9,0.2,66.55,2020-01
1926,OD-000784,2020-01-20,2020-01-25,First Class,Customer-0888,Customer-0888,Home Office,United States,Chicago,Texas,50100,Central,PROD-3908,Furniture,Furnishings,Furnishings - Item 41,18.7,7,0.2,-6.19,2020-01
1927,OD-000784,2020-01-20,2020-01-25,Standard Class,Customer-0888,Customer-0888,Home Office,United States,Phoenix,Arizona,65300,South,PROD-3027,Furniture,Furnishings,Furnishings - Item 4,710.48,6,0.1,197.34,2020-01
1928,OD-000785,2020-02-09,2020-02-10,First Class,Customer-0423,Customer-0423,Home Office,United States,Phoenix,Texas,41461,South,PROD-1243,Furniture,Tables,Tables - Item 9,404.47,5,0.2,164.15,2020-02
1929,OD-000785,2020-02-09,2020-02-10,Same Day,Customer-0423,Customer-0423,Consumer,United States,Houston,California,70161,Central,PROD-4078,Furniture,Tables,Tables - Item 84,481.9,9,0.0,137.77,2020-02
1930,OD-000785,2020-02-09,2020-02-10,Second Class,Customer-0423,Customer-0423,Corporate,United States,San Antonio,New York,23336,East,PROD-8597,Furniture,Tables,Tables - Item 15,246.81,5,0.2,85.94,2020-02
1931,OD-000785,2020-02-09,2020-02-12,Second Class,Customer-0423,Customer-0423,Consumer,United States,New York,New York,88372,South,PROD-5358,Furniture,Tables,Tables - Item 76,978.38,1,0.15,-0.94,2020-02
1932,OD-000786,2031-08-19,2031-08-25,Standard Class,Customer-0901,Customer-0901,Corporate,United States,New York,Illinois,51588,South,PROD-2128,Office Supplies,Supplies,Supplies - Item 82,809.9,1,0.0,38.68,2031-08
1933,OD-000786,2031-08-19,2031-08-24,Second Class,Customer-0901,Customer-0901,Corporate,United States,Chicago,New York,93146,South,PROD-8261,Office Supplies,Supplies,Supplies - Item 68,871.77,6,0.0,-19.6,2031-08
1934,OD-000786,2031-08-19,2031-08-22,Second Class,Customer-0901,Customer-0901,Consumer,United States,San Diego,Illinois,39107,East,PROD-2429,Office Supplies,Supplies,Supplies - Item 50,927.7,5,0.0,13.75,2031-08
1935,OD-000786,2031-08-19,2031-08-24,First Class,Customer-0901,Customer-0901,Consumer,United States,Houston,Texas,63551,East,PROD-4966,Office Supplies,Supplies,Supplies - Item 21,12.7,4,0.1,-13.15,2031-08
1936,OD-000787,2031-07-08,2031-07-12,Same Day,Customer-0065,Customer-0065,Home Office,United States,Chicago,California,62924,East,PROD-7867,Office Supplies,Supplies,Supplies - Item 52,573.11,2,0.15,-46.5,2031-07
1937,OD-000787,2031-07-08,2031-07-10,Standard Class,Customer-0065,Customer-0065,Corporate,United States,Philadelphia,California,35836,Central,PROD-6727,Office Supplies,Supplies,Supplies - Item 31,241.82,7,0.0,15.13,2031-07
1938,OD-000787,2031-07-08,2031-07-12,Same Day,Customer-0065,Customer-0065,Consumer,United States,Philadelphia,Illinois,31185,West,PROD-4709,Office Supplies,Supplies,Supplies - Item 83,622.13,2,0.15,82.02,2031-07
1939,OD-000788,2024-06-23,2024-06-29,Standard Class,Customer-0013,Customer-0013,Consumer,United States,Houston,Texas,60277,East,PROD-7906,Furniture,Bookcases,Bookcases - Item 24,784.11,4,0.15,-35.3,2024-06
1940,OD-000788,2024-06-23,2024-06-27,Second Class,Customer-0013,Customer-0013,Consumer,United States,San Diego,Illinois,52115,South,PROD-7023,Furniture,Bookcases,Bookcases - Item 81,901.34,3,0.1,131.13,2024-06
1941,OD-000788,2024-06-23,2024-06-25,Second Class,Customer-0013,Customer-0013,Consumer,United States,Phoenix,Illinois,11067,West,PROD-7909,Furniture,Bookcases,Bookcases - Item 41,927.21,6,0.05,77.31,2024-06
1942,OD-000789,2026-07-19,2026-07-23,First Class,Customer-0213,Customer-0213,Corporate,United States,San Diego,Arizona,28899,West,PROD-2739,Furniture,Chairs,Chairs - Item 85,347.88,5,0.15,189.48,2026-07
1943,OD-000789,2026-07-19,2026-07-25,First Class,Customer-0213,Customer-0213,Home Office,United States,Houston,New York,55797,Central,PROD-9459,Furniture,Chairs,Chairs - Item 32,502.42,1,0.15,113.69,2026-07
1944,OD-000789,2026-07-19,2026-07-22,First Class,Customer-0213,Customer-0213,Home Office,United States,Phoenix,Texas,20836,Central,PROD-8284,Furniture,Chairs,Chairs - Item 48,520.83,7,0.0,39.42,2026-07
1945,OD-000789,2026-07-19,2026-07-24,Standard Class,Customer-0213,Customer-0213,Corporate,United States,Houston,California,12491,Central,PROD-8004,Furniture,Chairs,Chairs - Item 41,511.04,7,0.05,9.67,2026-07
1946,OD-000790,2023-07-27,2023-07-29,Same Day,Customer-0986,Customer-0986,Consumer,United States,San Diego,Illinois,75891,East,PROD-9432,Office Supplies,Binders,Binders - Item 85,578.14,3,0.1,47.6,2023-07
1947,OD-000790,2023-07-27,2023-07-28,First Class,Customer-0986,Customer-0986,Consumer,United States,Houston,California,16704,East,PROD-6446,Office Supplies,Binders,Binders - Item 37,846.16,7,0.2,185.8,2023-07
1948,OD-000790,2023-07-27,2023-07-28,Standard Class,Customer-0986,Customer-0986,Home Office,United States,Chicago,California,53489,West,PROD-1834,Office Supplies,Binders,Binders - Item 39,288.15,1,0.1,178.34,2023-07
1949,OD-000791,2035-05-26,2035-05-31,Standard Class,Customer-0242,Customer-0242,Consumer,United States,Chicago,California,75564,West,PROD-9379,Technology,Accessories,Accessories - Item 69,117.1,2,0.15,18.75,2035-05
1950,OD-000791,2035-05-26,2035-06-01,Standard Class,Customer-0242,Customer-0242,Consumer,United States,Houston,Pennsylvania,25877,West,PROD-8816,Technology,Accessories,Accessories - Item 32,565.76,3,0.0,176.94,2035-05
1951,OD-000791,2035-05-26,2035-06-01,Same Day,Customer-0242,Customer-0242,Consumer,United States,Los Angeles,California,49253,West,PROD-2805,Technology,Accessories,Accessories - Item 56,170.52,2,0.15,190.48,2035-05
1952,OD-000792,2022-12-31,2023-01-05,First Class,Customer-0493,Customer-0493,Corporate,United States,Houston,Pennsylvania,18624,East,PROD-8889,Technology,Machines,Machines - Item 88,250.31,7,0.2,192.49,2022-12
1953,OD-000792,2022-12-31,2023-01-02,Standard Class,Customer-0493,Customer-0493,Corporate,United States,Philadelphia,Pennsylvania,16285,East,PROD-1500,Technology,Machines,Machines - Item 11,953.36,3,0.15,14.3,2022-12
1954,OD-000793,2028-12-15,2028-12-20,Standard Class,Customer-0213,Customer-0213,Home Office,United States,New York,Illinois,16494,West,PROD-5498,Technology,Phones,Phones - Item 95,283.45,3,0.15,121.61,2028-12
1955,OD-000794,2026-06-17,2026-06-23,First Class,Customer-0693,Customer-0693,Corporate,United States,San Antonio,Arizona,25032,South,PROD-8233,Furniture,Bookcases,Bookcases - Item 21,479.32,3,0.15,190.32,2026-06
1956,OD-000794,2026-06-17,2026-06-22,First Class,Customer-0693,Customer-0693,Home Office,United States,San Antonio,New York,58258,East,PROD-5206,Furniture,Bookcases,Bookcases - Item 25,693.05,2,0.05,73.1,2026-06
1957,OD-000795,2032-03-02,2032-03-03,First Class,Customer-0338,Customer-0338,Consumer,United States,Los Angeles,Pennsylvania,60670,Central,PROD-1870,Furniture,Bookcases,Bookcases - Item 35,105.84,9,0.1,82.2,2032-03
1958,OD-000795,2032-03-02,2032-03-03,Standard Class,Customer-0338,Customer-0338,Consumer,United States,Houston,California,16499,West,PROD-2284,Furniture,Bookcases,Bookcases - Item 59,985.94,1,0.05,80.45,2032-03
1959,OD-000795,2032-03-02,2032-03-03,Standard Class,Customer-0338,Customer-0338,Corporate,United States,Phoenix,Pennsylvania,14626,Central,PROD-8999,Furniture,Bookcases,Bookcases - Item 66,135.2,8,0.15,-9.29,2032-03
1960,OD-000796,2030-06-10,2030-06-12,Same Day,Customer-0997,Customer-0997,Consumer,United States,Chicago,Pennsylvania,18634,Central,PROD-2497,Furniture,Chairs,Chairs - Item 29,291.25,4,0.0,-10.68,2030-06
1961,OD-000796,2030-06-10,2030-06-16,Second Class,Customer-0997,Customer-0997,Consumer,United States,San Antonio,Texas,62135,South,PROD-4060,Furniture,Chairs,Chairs - Item 2,921.16,5,0.2,-29.87,2030-06
1962,OD-000797,2033-05-31,2033-06-01,Same Day,Customer-0173,Customer-0173,Corporate,United States,Philadelphia,Texas,23057,East,PROD-2482,Office Supplies,Binders,Binders - Item 76,384.95,5,0.1,105.42,2033-05
1963,OD-000797,2033-05-31,2033-06-02,Same Day,Customer-0173,Customer-0173,Home Office,United States,Houston,Illinois,27225,East,PROD-5587,Office Supplies,Binders,Binders - Item 89,170.27,1,0.1,154.82,2033-05
1964,OD-000797,2033-05-31,2033-06-01,Second Class,Customer-0173,Customer-0173,Consumer,United States,San Diego,Texas,84697,South,PROD-1736,Office Supplies,Binders,Binders - Item 86,276.65,4,0.05,97.88,2033-05
1965,OD-000797,2033-05-31,2033-06-05,First Class,Customer-0173,Customer-0173,Consumer,United States,Los Angeles,Texas,72787,South,PROD-3204,Office Supplies,Binders,Binders - Item 16,137.62,7,0.0,164.41,2033-05
1966,OD-000798,2035-06-03,2035-06-08,Second Class,Customer-0672,Customer-0672,Consumer,United States,Houston,California,37095,South,PROD-7239,Furniture,Chairs,Chairs - Item 34,919.06,2,0.0,73.84,2035-06
1967,OD-000798,2035-06-03,2035-06-09,Same Day,Customer-0672,Customer-0672,Consumer,United States,Philadelphia,New York,84625,South,PROD-9301,Furniture,Chairs,Chairs - Item 70,954.7,5,0.0,89.78,2035-06
1968,OD-000798,2035-06-03,2035-06-04,Same Day,Customer-0672,Customer-0672,Consumer,United States,Houston,Texas,34419,Central,PROD-2527,Furniture,Chairs,Chairs - Item 23,140.6,9,0.1,37.69,2035-06
1969,OD-000799,2024-08-10,2024-08-12,Second Class,Customer-0164,Customer-0164,Home Office,United States,San Antonio,California,16626,South,PROD-4964,Technology,Accessories,Accessories - Item 18,135.04,7,0.1,97.47,2024-08
1970,OD-000799,2024-08-10,2024-08-11,Second Class,Customer-0164,Customer-0164,Corporate,United States,Phoenix,Pennsylvania,14433,South,PROD-1716,Technology,Accessories,Accessories - Item 85,416.27,4,0.2,17.05,2024-08
1971,OD-000800,2030-05-09,2030-05-14,First Class,Customer-0465,Customer-0465,Corporate,United States,Chicago,Texas,18157,West,PROD-8675,Furniture,Furnishings,Furnishings - Item 76,376.42,3,0.2,67.05,2030-05
1972,OD-000800,2030-05-09,2030-05-14,Same Day,Customer-0465,Customer-0465,Home Office,United States,Phoenix,Illinois,97687,West,PROD-1466,Furniture,Furnishings,Furnishings - Item 17,205.41,2,0.05,-9.07,2030-05
1973,OD-000801,2032-02-02,2032-02-06,Standard Class,Customer-0995,Customer-0995,Corporate,United States,San Antonio,Pennsylvania,33104,Central,PROD-1921,Furniture,Chairs,Chairs - Item 21,905.24,7,0.2,180.58,2032-02
1974,OD-000801,2032-02-02,2032-02-04,Standard Class,Customer-0995,Customer-0995,Consumer,United States,San Diego,California,70494,West,PROD-4625,Furniture,Chairs,Chairs - Item 41,661.92,3,0.15,106.26,2032-02
1975,OD-000801,2032-02-02,2032-02-08,First Class,Customer-0995,Customer-0995,Consumer,United States,Chicago,Arizona,82635,East,PROD-4813,Furniture,Chairs,Chairs - Item 26,661.28,3,0.15,19.65,2032-02
1976,OD-000802,2020-12-17,2020-12-21,Standard Class,Customer-0497,Customer-0497,Consumer,United States,Houston,Illinois,11686,West,PROD-7563,Office Supplies,Storage,Storage - Item 57,927.1,9,0.05,126.44,2020-12
1977,OD-000802,2020-12-17,2020-12-22,Standard Class,Customer-0497,Customer-0497,Consumer,United States,San Diego,California,96492,East,PROD-1637,Office Supplies,Storage,Storage - Item 44,371.17,2,0.1,-38.81,2020-12
1978,OD-000803,2034-03-28,2034-04-02,First Class,Customer-0700,Customer-0700,Consumer,United States,New York,New York,39548,West,PROD-2417,Office Supplies,Storage,Storage - Item 23,769.5,9,0.2,-28.74,2034-03
1979,OD-000803,2034-03-28,2034-04-01,Same Day,Customer-0700,Customer-0700,Home Office,United States,Philadelphia,Illinois,36719,East,PROD-4644,Office Supplies,Storage,Storage - Item 65,325.07,9,0.2,-23.16,2034-03
1980,OD-000803,2034-03-28,2034-04-02,First Class,Customer-0700,Customer-0700,Corporate,United States,Phoenix,Texas,43264,West,PROD-1062,Office Supplies,Storage,Storage - Item 44,591.51,6,0.2,-46.19,2034-03
1981,OD-000804,2031-06-11,2031-06-12,Standard Class,Customer-0395,Customer-0395,Consumer,United States,Houston,Texas,26119,West,PROD-4178,Furniture,Furnishings,Furnishings - Item 88,718.67,9,0.0,24.4,2031-06
1982,OD-000804,2031-06-11,2031-06-12,Same Day,Customer-0395,Customer-0395,Consumer,United States,Philadelphia,New York,16562,West,PROD-6177,Furniture,Furnishings,Furnishings - Item 35,815.12,4,0.05,138.49,2031-06
1983,OD-000805,2032-08-16,2032-08-20,Same Day,Customer-0703,Customer-0703,Home Office,United States,Philadelphia,New York,60442,West,PROD-8599,Furniture,Tables,Tables - Item 19,332.04,3,0.05,-5.41,2032-08
1984,OD-000805,2032-08-16,2032-08-22,First Class,Customer-0703,Customer-0703,Corporate,United States,Chicago,Texas,60757,South,PROD-8987,Furniture,Tables,Tables - Item 75,246.24,1,0.0,111.61,2032-08
1985,OD-000806,2031-07-20,2031-07-25,Standard Class,Customer-0917,Customer-0917,Consumer,United States,San Antonio,Illinois,50510,South,PROD-3804,Furniture,Bookcases,Bookcases - Item 45,811.07,7,0.1,32.81,2031-07
1986,OD-000807,2023-12-29,2024-01-02,First Class,Customer-0308,Customer-0308,Corporate,United States,Houston,New York,25907,West,PROD-6156,Technology,Phones,Phones - Item 93,383.16,7,0.2,158.23,2023-12
1987,OD-000807,2023-12-29,2024-01-04,First Class,Customer-0308,Customer-0308,Consumer,United States,San Antonio,Arizona,27740,West,PROD-8461,Technology,Phones,Phones - Item 58,396.15,1,0.1,178.62,2023-12
1988,OD-000808,2024-09-12,2024-09-17,Second Class,Customer-0768,Customer-0768,Corporate,United States,Chicago,Texas,18056,Central,PROD-6307,Furniture,Tables,Tables - Item 57,918.78,3,0.05,141.13,2024-09
1989,OD-000808,2024-09-12,2024-09-13,Standard Class,Customer-0768,Customer-0768,Corporate,United States,San Antonio,New York,28808,East,PROD-6296,Furniture,Tables,Tables - Item 42,115.93,6,0.05,62.68,2024-09
1990,OD-000809,2028-05-12,2028-05-13,Standard Class,Customer-0183,Customer-0183,Corporate,United States,Phoenix,Illinois,30310,East,PROD-9629,Office Supplies,Paper,Paper - Item 16,83.81,7,0.0,170.98,2028-05
1991,OD-000809,2028-05-12,2028-05-18,Standard Class,Customer-0183,Customer-0183,Consumer,United States,Los Angeles,California,97284,East,PROD-6393,Office Supplies,Paper,Paper - Item 63,154.33,8,0.2,-34.65,2028-05
1992,OD-000810,2023-04-24,2023-04-25,Standard Class,Customer-0629,Customer-0629,Home Office,United States,San Antonio,Texas,46575,Central,PROD-2080,Technology,Phones,Phones - Item 75,968.73,5,0.05,-0.7,2023-04
1993,OD-000810,2023-04-24,2023-04-25,First Class,Customer-0629,Customer-0629,Consumer,United States,Philadelphia,Texas,70528,Central,PROD-8972,Technology,Phones,Phones - Item 86,496.76,3,0.1,52.92,2023-04
1994,OD-000811,2019-09-07,2019-09-09,First Class,Customer-0794,Customer-0794,Consumer,United States,Philadelphia,Illinois,89429,Central,PROD-3759,Furniture,Tables,Tables - Item 59,242.54,5,0.2,112.54,2019-09
1995,OD-000812,2020-11-04,2020-11-05,Standard Class,Customer-0510,Customer-0510,Corporate,United States,Los Angeles,Pennsylvania,18209,Central,PROD-6429,Office Supplies,Labels,Labels - Item 29,835.19,4,0.1,78.82,2020-11
1996,OD-000813,2031-05-31,2031-06-04,Standard Class,Customer-0708,Customer-0708,Consumer,United States,Philadelphia,Pennsylvania,20248,East,PROD-8249,Technology,Accessories,Accessories - Item 64,617.88,6,0.1,69.02,2031-05
1997,OD-000813,2031-05-31,2031-06-02,Same Day,Customer-0708,Customer-0708,Corporate,United States,New York,Pennsylvania,21179,South,PROD-3727,Technology,Accessories,Accessories - Item 88,727.97,8,0.05,25.54,2031-05
1998,OD-000813,2031-05-31,2031-06-04,Second Class,Customer-0708,Customer-0708,Corporate,United States,New York,Texas,46158,East,PROD-2216,Technology,Accessories,Accessories - Item 52,119.05,6,0.0,124.06,2031-05
1999,OD-000814,2024-12-05,2024-12-08,Same Day,Customer-0546,Customer-0546,Corporate,United States,San Antonio,Texas,51961,West,PROD-5398,Office Supplies,Binders,Binders - Item 46,391.96,8,0.0,90.62,2024-12
2000,OD-000814,2024-12-05,2024-12-06,Same Day,Customer-0546,Customer-0546,Home Office,United States,San Antonio,Illinois,87275,South,PROD-5069,Office Supplies,Binders,Binders - Item 5,31.72,5,0.2,191.39,2024-12
2001,OD-000814,2024-12-05,2024-12-11,Second Class,Customer-0546,Customer-0546,Home Office,United States,San Antonio,Arizona,19363,Central,PROD-6652,Office Supplies,Binders,Binders - Item 90,607.01,1,0.1,28.07,2024-12
2002,OD-000814,2024-12-05,2024-12-09,Second Class,Customer-0546,Customer-0546,Corporate,United States,Chicago,Illinois,86653,Central,PROD-1244,Office Supplies,Binders,Binders - Item 38,717.7,8,0.05,198.23,2024-12
2003,OD-000815,2021-02-09,2021-02-13,Second Class,Customer-0564,Customer-0564,Home Office,United States,Philadelphia,Arizona,93857,South,PROD-4588,Office Supplies,Binders,Binders - Item 44,709.06,4,0.05,140.87,2021-02
2004,OD-000815,2021-02-09,2021-02-10,First Class,Customer-0564,Customer-0564,Corporate,United States,Phoenix,California,53327,East,PROD-3546,Office Supplies,Binders,Binders - Item 25,669.31,9,0.15,134.47,2021-02
2005,OD-000816,2029-11-06,2029-11-08,Standard Class,Customer-0624,Customer-0624,Consumer,United States,Chicago,California,59239,Central,PROD-7279,Office Supplies,Paper,Paper - Item 30,759.56,7,0.05,128.7,2029-11
2006,OD-000816,2029-11-06,2029-11-08,Standard Class,Customer-0624,Customer-0624,Home Office,United States,New York,Illinois,75229,South,PROD-5720,Office Supplies,Paper,Paper - Item 22,718.85,5,0.15,98.36,2029-11
2007,OD-000817,2030-12-12,2030-12-14,Second Class,Customer-0764,Customer-0764,Consumer,United States,San Antonio,Texas,67175,South,PROD-1834,Office Supplies,Binders,Binders - Item 43,638.6,7,0.0,27.41,2030-12
2008,OD-000817,2030-12-12,2030-12-17,Standard Class,Customer-0764,Customer-0764,Consumer,United States,New York,Texas,67564,South,PROD-6867,Office Supplies,Binders,Binders - Item 64,129.19,7,0.05,135.77,2030-12
2009,OD-000817,2030-12-12,2030-12-18,Standard Class,Customer-0764,Customer-0764,Corporate,United States,Chicago,California,14993,East,PROD-3492,Office Supplies,Binders,Binders - Item 20,288.08,5,0.15,171.41,2030-12
2010,OD-000818,2024-06-07,2024-06-13,Standard Class,Customer-0594,Customer-0594,Consumer,United States,Houston,Pennsylvania,72547,West,PROD-9635,Furniture,Chairs,Chairs - Item 36,443.19,8,0.1,196.07,2024-06
2011,OD-000818,2024-06-07,2024-06-10,First Class,Customer-0594,Customer-0594,Home Office,United States,Phoenix,Arizona,52811,East,PROD-5674,Furniture,Chairs,Chairs - Item 98,947.09,7,0.1,79.42,2024-06
2012,OD-000818,2024-06-07,2024-06-10,Same Day,Customer-0594,Customer-0594,Consumer,United States,Los Angeles,Texas,95291,East,PROD-5064,Furniture,Chairs,Chairs - Item 78,429.39,3,0.1,7.79,2024-06
2013,OD-000819,2021-12-13,2021-12-17,First Class,Customer-0744,Customer-0744,Corporate,United States,Los Angeles,Arizona,15282,Central,PROD-3711,Furniture,Tables,Tables - Item 65,905.72,2,0.05,5.84,2021-12
2014,OD-000819,2021-12-13,2021-12-17,Second Class,Customer-0744,Customer-0744,Consumer,United States,New York,California,43147,East,PROD-6502,Furniture,Tables,Tables - Item 36,388.89,9,0.05,97.08,2021-12
2015,OD-000820,2019-08-24,2019-08-28,First Class,Customer-0227,Customer-0227,Corporate,United States,Los Angeles,Pennsylvania,45690,East,PROD-4387,Furniture,Tables,Tables - Item 67,871.99,8,0.15,123.03,2019-08
2016,OD-000820,2019-08-24,2019-08-29,Standard Class,Customer-0227,Customer-0227,Corporate,United States,San Diego,California,52973,Central,PROD-7599,Furniture,Tables,Tables - Item 61,191.87,9,0.0,-34.74,2019-08
2017,OD-000820,2019-08-24,2019-08-27,Second Class,Customer-0227,Customer-0227,Home Office,United States,San Diego,New York,61798,South,PROD-5106,Furniture,Tables,Tables - Item 71,890.01,7,0.2,191.91,2019-08
2018,OD-000820,2019-08-24,2019-08-28,Standard Class,Customer-0227,Customer-0227,Home Office,United States,San Antonio,Illinois,50140,East,PROD-6528,Furniture,Tables,Tables - Item 23,722.16,1,0.2,193.35,2019-08
2019,OD-000821,2020-01-24,2020-01-29,Standard Class,Customer-0745,Customer-0745,Home Office,United States,Philadelphia,New York,77145,West,PROD-8221,Furniture,Tables,Tables - Item 72,356.48,3,0.1,2.29,2020-01
2020,OD-000821,2020-01-24,2020-01-29,Second Class,Customer-0745,Customer-0745,Consumer,United States,San Diego,Arizona,85475,Central,PROD-1737,Furniture,Tables,Tables - Item 85,851.41,6,0.05,-12.21,2020-01
2021,OD-000821,2020-01-24,2020-01-30,First Class,Customer-0745,Customer-0745,Consumer,United States,Chicago,Illinois,48593,South,PROD-9045,Furniture,Tables,Tables - Item 39,568.3,6,0.1,141.44,2020-01
2022,OD-000822,2027-04-26,2027-04-29,Standard Class,Customer-0733,Customer-0733,Consumer,United States,San Diego,Illinois,53220,East,PROD-9310,Furniture,Tables,Tables - Item 88,433.06,2,0.1,152.77,2027-04
2023,OD-000823,2032-04-20,2032-04-25,Second Class,Customer-0436,Customer-0436,Consumer,United States,Chicago,Texas,23374,South,PROD-3393,Furniture,Tables,Tables - Item 80,416.62,9,0.0,128.81,2032-04
2024,OD-000823,2032-04-20,2032-04-23,Standard Class,Customer-0436,Customer-0436,Corporate,United States,Philadelphia,California,43678,Central,PROD-6981,Furniture,Tables,Tables - Item 82,372.89,4,0.0,150.02,2032-04
2025,OD-000824,2024-01-23,2024-01-29,First Class,Customer-0925,Customer-0925,Corporate,United States,San Antonio,California,28830,East,PROD-9014,Technology,Machines,Machines - Item 74,262.51,6,0.0,47.12,2024-01
2026,OD-000824,2024-01-23,2024-01-28,Second Class,Customer-0925,Customer-0925,Home Office,United States,Houston,Texas,88876,Central,PROD-2961,Technology,Machines,Machines - Item 32,828.22,6,0.2,-28.62,2024-01
2027,OD-000824,2024-01-23,2024-01-28,First Class,Customer-0925,Customer-0925,Corporate,United States,Chicago,Texas,99526,Central,PROD-9981,Technology,Machines,Machines - Item 87,98.35,8,0.2,148.9,2024-01
